ID,Name,Age,OVA,Nationality,Club,BP,Team & Contract,Height,Weight,foot,Joined,Contract,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength
229221,William,25,76,Brazil,VfL Wolfsburg,RWB,VfL Wolfsburg 2017 ~ 2022,"5'7""",148lbs,Right,"Jul 1, 2017",2017 ~ 2022,262,50,75,348,384,78,76,68,74,63
229321,Amilton,30,71,Brazil,Antalyaspor,RM,Antalyaspor 2019 ~ 2021,"5'8""",146lbs,Right,"Jul 9, 2019",2019 ~ 2021,298,43,65,306,416,90,77,49,72,57
229337,Matheus Pereira,22,69,Brazil,FC Barcelona,CAM,FC Barcelona 2020 ~ 2025,"5'11""",150lbs,Left,"Aug 4, 2020",2020 ~ 2025,306,52,68,354,357,69,58,57,69,55
229453,Gil Dias,23,71,Portugal,AS Monaco,CAM,AS Monaco 2015 ~ 2022,"6'0""",172lbs,Left,"Jan 1, 2015",2015 ~ 2022,317,57,71,332,363,73,72,53,72,63
229473,Costinha,27,68,Portugal,Santa Clara,RW,Santa Clara 2020 ~ 2023,"5'7""",146lbs,Right,"Jan 1, 2020",2020 ~ 2023,320,65,69,348,397,85,72,70,66,39
229667,Josan,30,70,Spain,Elche CF,RM,Elche CF 2018 ~ 2022,"5'9""",150lbs,Right,"Jan 1, 2018",2018 ~ 2022,303,46,67,317,393,85,68,75,67,44
229668,Mario Hermoso,25,80,Spain,Atlético Madrid,CB,Atlético Madrid 2019 ~ 2024,"6'0""",165lbs,Left,"Jul 18, 2019",2019 ~ 2024,306,75,77,341,370,73,65,86,76,79
229683,Rodrigo Pinho,29,69,Brazil,Clube Sport Marítimo,ST,Clube Sport Marítimo 2017 ~ 2021,"6'1""",170lbs,Left,"Jul 1, 2017",2017 ~ 2021,312,66,63,317,319,64,76,70,61,70
229686,Henrique,25,68,Brazil,Portimonense SC,LB,Portimonense SC 2019 ~ 2022,"5'10""",163lbs,Left,"Jan 31, 2019",2019 ~ 2022,252,52,63,314,326,66,61,61,69,65
229712,Jorge,24,76,Brazil,AS Monaco,LWB,AS Monaco 2017 ~ 2021,"6'0""",154lbs,Left,"Jan 30, 2017",2017 ~ 2021,309,53,75,335,365,76,75,54,75,60
229788,Rubén Alcaraz,29,78,Spain,Real Valladolid CF,CDM,Real Valladolid CF 2018 ~ 2023,"6'0""",179lbs,Right,"Aug 3, 2018",2018 ~ 2023,360,74,80,398,330,61,85,78,83,77
229862,Edu Expósito,23,76,Spain,SD Eibar,CM,SD Eibar 2019 ~ 2024,"5'10""",148lbs,Right,"Jul 13, 2019",2019 ~ 2024,292,46,80,315,315,62,68,47,68,53
229882,Eduardo Henrique,25,71,Brazil,Crotone,CAM,"Crotone Jun 30, 2021 On Loan","6'1""",168lbs,Right,"Jul 2, 2019","Jun 30, 2021 On Loan",324,57,73,357,334,69,73,71,70,74
229896,Jordi Calavera,24,69,Spain,Girona FC,RWB,Girona FC 2020 ~ 2022,"6'0""",163lbs,Right,"Sep 4, 2020",2020 ~ 2022,281,58,61,304,360,75,72,70,84,70
229927,Gerson,21,74,Brazil,Fiorentina,CAM,"Fiorentina Jun 30, 2019 On Loan","6'0""",159lbs,Left,"Jul 11, 2016","Jun 30, 2019 On Loan",307,46,81,364,369,69,61,64,68,67
229952,Rômulo,20,68,Brazil,Avaí FC,CAM,Avaí FC 2013 ~ 2018,"5'9""",165lbs,Right,"Jan 1, 2013",2013 ~ 2018,318,61,68,316,356,76,62,61,64,56
230086,Luis Henrique,22,65,Brazil,Vejle Boldklub,ST,Vejle Boldklub 2020 ~ 2022,"6'0""",179lbs,Left,"Jan 16, 2020",2020 ~ 2022,305,70,62,254,311,63,67,69,65,73
230625,Matheus Reis,25,76,Brazil,Rio Ave FC,LB,Rio Ave FC 2018 ~ 2021,"6'0""",170lbs,Left,"Jul 1, 2018",2018 ~ 2021,306,64,73,317,346,73,59,74,84,78
230654,Júnior Tavares,23,69,Brazil,Portimonense SC,LWB,Portimonense SC 2020 ~ 2021,"5'10""",161lbs,Left,"Aug 1, 2020",2020 ~ 2021,277,54,66,300,359,75,69,72,71,57
230658,Arthur,23,84,Brazil,Juventus,CM,Juventus 2020 ~ 2024,"5'7""",161lbs,Right,"Sep 1, 2020",2020 ~ 2024,352,58,88,396,387,68,78,68,76,68
230665,Gustavo Sauer,27,74,Brazil,Boavista FC,LM,Boavista FC 2019 ~ 2021,"5'11""",170lbs,Left,"Jan 23, 2019",2019 ~ 2021,318,48,72,366,354,69,73,64,82,66
230666,Gabriel Jesus,23,83,Brazil,Manchester City,ST,Manchester City 2016 ~ 2023,"5'9""",161lbs,Right,"Aug 3, 2016",2016 ~ 2023,382,77,77,368,438,87,81,78,79,65
230672,Lyanco,23,71,Brazil,Torino,CB,Torino 2017 ~ 2022,"6'2""",183lbs,Right,"Jul 17, 2017",2017 ~ 2022,239,69,68,238,275,53,51,70,52,74
230740,Leandrinho,18,65,Brazil,Napoli,CAM,Napoli 2017 ~ 2021,"5'9""",146lbs,Right,"Jan 13, 2017",2017 ~ 2021,246,56,49,262,395,82,57,63,66,39
230767,Renato Sanches,22,78,Portugal,LOSC Lille,CAM,LOSC Lille 2019 ~ 2023,"5'9""",154lbs,Right,"Aug 23, 2019",2019 ~ 2023,349,64,79,376,399,79,84,82,87,77
230786,Pepelu,21,70,Spain,Vitória Guimarães,CM,"Vitória Guimarães Jun 30, 2021 On Loan","6'1""",161lbs,Right,"Jul 1, 2014","Jun 30, 2021 On Loan",289,49,73,350,306,58,68,41,89,61
230794,Nacho Gil,24,68,Spain,FC Cartagena,CAM,FC Cartagena 2020 ~ 2022,"5'6""",139lbs,Right,"Aug 18, 2020",2020 ~ 2022,276,30,67,333,376,80,62,38,58,40
230869,Unai Simón,23,80,Spain,Athletic Club de Bilbao,GK,Athletic Club de Bilbao 2015 ~ 2025,"6'3""",196lbs,Right,"Aug 25, 2015",2015 ~ 2025,94,18,29,83,243,46,51,60,45,76
230885,Bruno Henrique,25,72,Brazil,VfL Wolfsburg,RW,VfL Wolfsburg 2016 ~ 2019,"6'0""",157lbs,Right,"Jan 29, 2016",2016 ~ 2019,331,65,67,282,392,86,73,77,62,53
231150,Jamiro Monteiro,26,73,Cape Verde,Philadelphia Union,CM,Philadelphia Union 2020 ~ 2022,"5'9""",159lbs,Right,"Jan 12, 2020",2020 ~ 2022,290,51,77,359,373,75,63,52,86,70
231280,Iván Alejo,25,74,Spain,Cádiz CF,CAM,Cádiz CF 2020 ~ 2025,"6'0""",168lbs,Right,"Aug 4, 2020",2020 ~ 2025,328,47,75,362,349,73,70,68,61,63
231390,Diogo Gonçalves,23,75,Portugal,SL Benfica,CAM,SL Benfica 2020 ~ 2025,"5'10""",157lbs,Right,"Aug 10, 2020",2020 ~ 2025,333,60,69,355,400,79,77,70,72,65
231391,João Carvalho,23,71,Portugal,UD Almería,CAM,"UD Almería Jun 30, 2021 On Loan","5'8""",146lbs,Right,"Jul 1, 2018","Jun 30, 2021 On Loan",316,38,73,366,379,72,72,51,54,37
231395,Zé Gomes,20,65,Portugal,Lechia Gdańsk,ST,"Lechia Gdańsk Jun 30, 2020 On Loan","5'10""",154lbs,Right,"Aug 1, 2016","Jun 30, 2020 On Loan",265,68,49,277,366,75,66,72,64,59
231591,Javi Galán,25,72,Spain,SD Huesca,LB,SD Huesca 2019 ~ 2022,"5'8""",154lbs,Left,"Jan 29, 2019",2019 ~ 2022,318,70,76,337,383,79,61,64,76,62
231628,Rafa Mir,23,70,Spain,SD Huesca,ST,"SD Huesca Jun 30, 2021 On Loan","6'3""",192lbs,Right,"Jan 3, 2018","Jun 30, 2021 On Loan",349,77,64,305,335,70,72,78,67,73
231866,Rodri,24,85,Spain,Manchester City,CDM,Manchester City 2019 ~ 2024,"6'3""",181lbs,Right,"Jul 4, 2019",2019 ~ 2024,346,75,85,359,350,66,74,69,84,79
231943,Richarlison,23,81,Brazil,Everton,ST,Everton 2018 ~ 2024,"5'11""",157lbs,Right,"Jul 24, 2018",2018 ~ 2024,387,81,77,364,395,79,82,83,82,77
232008,Toni Lato,22,73,Spain,Valencia CF,LB,Valencia CF 2015 ~ 2021,"5'7""",141lbs,Left,"Jul 1, 2015",2015 ~ 2021,330,65,72,329,376,77,64,51,68,56
232132,Joaquín,24,74,Spain,Real Valladolid CF,CB,Real Valladolid CF 2018 ~ 2023,"6'3""",159lbs,Right,"Aug 31, 2018",2018 ~ 2023,274,74,72,288,294,64,59,78,69,77
232208,Allan,21,69,Brazil,Eintracht Frankfurt,CAM,"Eintracht Frankfurt Jun 30, 2019 On Loan","5'8""",154lbs,Left,"Sep 2, 2015","Jun 30, 2019 On Loan",274,31,74,347,350,66,70,68,54,48
232253,Lucas Fernandes,26,69,Brazil,Hokkaido Consadole Sapporo,RM,Hokkaido Consadole Sapporo 2020 ~ 2021,"5'9""",143lbs,Right,"Jan 6, 2020",2020 ~ 2021,310,51,61,291,389,86,64,60,63,57
232381,Wesley,23,76,Brazil,Aston Villa,ST,Aston Villa 2019 ~ 2024,"6'3""",207lbs,Right,"Jul 1, 2019",2019 ~ 2024,353,75,72,322,308,61,84,70,75,91
232440,Caio Henrique,22,68,Brazil,AS Monaco,CM,AS Monaco 2020 ~ 2025,"5'10""",154lbs,Left,"Aug 28, 2020",2020 ~ 2025,291,60,78,346,348,75,60,52,79,33
232580,Gabriel,22,78,Brazil,Arsenal,CB,Arsenal 2020 ~ 2025,"6'3""",192lbs,Left,"Sep 1, 2020",2020 ~ 2025,250,80,73,257,274,60,51,70,67,84
232581,Eduardo,27,63,Brazil,Sagan Tosu,CB,Sagan Tosu 2020 ~ 2021,"6'0""",185lbs,Left,"Jan 4, 2020",2020 ~ 2021,208,64,55,207,253,40,64,50,81,90
232787,Mateus,25,68,Brazil,Nagoya Grampus,LM,Nagoya Grampus 2019 ~ 2021,"5'6""",152lbs,Left,"Jan 6, 2019",2019 ~ 2021,293,41,66,336,377,85,73,84,72,62
232805,Bernardo,25,74,Brazil,Brighton & Hove Albion,CB,Brighton & Hove Albion 2018 ~ 2022,"6'1""",168lbs,Left,"Jul 5, 2018",2018 ~ 2022,287,67,70,276,344,68,72,78,74,70
232886,Caio,25,75,Brazil,SL Benfica,RW,SL Benfica 2019 ~ 2023,"5'8""",152lbs,Right,"Jul 1, 2019",2019 ~ 2023,344,62,70,358,414,85,74,64,65,48
233194,Leandrinho,23,64,Brazil,Gil Vicente FC,RM,Gil Vicente FC 2020 ~ 2023,"5'9""",161lbs,Right,"Aug 21, 2020",2020 ~ 2023,303,63,72,316,339,68,62,56,55,60
233231,Jon Bautista,24,70,Spain,Real Sociedad,ST,Real Sociedad 2014 ~ 2023,"5'11""",159lbs,Right,"Jul 1, 2014",2014 ~ 2023,322,65,69,315,347,72,71,66,69,65
233299,Felipe Vizeu,21,75,Brazil,Udinese,ST,Udinese 2018 ~ 2023,"6'0""",181lbs,Left,"Jul 17, 2018",2018 ~ 2023,332,78,60,294,353,70,78,66,66,79
233419,Raphinha,23,81,Brazil,Stade Rennais FC,LM,Stade Rennais FC 2019 ~ 2024,"5'9""",150lbs,Left,"Sep 2, 2019",2019 ~ 2024,339,45,74,383,429,91,80,74,83,64
233585,Lincoln,21,70,Brazil,Santa Clara,CAM,Santa Clara 2019 ~ 2022,"5'10""",159lbs,Left,"Jul 27, 2019",2019 ~ 2022,310,50,68,353,382,78,68,61,64,50
233605,Pedro,22,74,Brazil,Fiorentina,ST,Fiorentina 2019 ~ 2024,"6'0""",172lbs,Right,"Sep 2, 2019",2019 ~ 2024,309,69,63,290,336,70,75,65,62,72
233614,Messias,24,68,Brazil,Rio Ave FC,CB,Rio Ave FC 2014 ~ 2022,"6'4""",194lbs,Right,"Jan 22, 2014",2014 ~ 2022,211,71,47,170,245,48,54,60,61,84
233926,Léo Duarte,23,71,Brazil,Milan,CB,Milan 2019 ~ 2024,"6'0""",168lbs,Right,"Aug 7, 2019",2019 ~ 2024,201,66,45,189,305,55,54,87,65,71
233927,Lucas Paquetá,22,76,Brazil,Milan,CAM,Milan 2019 ~ 2023,"5'11""",159lbs,Left,"Jan 4, 2019",2019 ~ 2023,344,56,78,393,367,73,77,81,82,69
233943,Ronaldo Vieira,21,72,England,Sampdoria,CDM,Sampdoria 2018 ~ 2023,"5'10""",154lbs,Right,"Aug 1, 2018",2018 ~ 2023,286,53,74,323,367,73,65,67,77,75
234033,Borja Lasso,26,70,Spain,CD Tenerife,CAM,CD Tenerife 2019 ~ 2021,"5'10""",154lbs,Right,"Jan 11, 2019",2019 ~ 2021,322,60,71,340,319,69,74,58,64,67
234112,Dodô,21,72,Brazil,Shakhtar Donetsk,RWB,Shakhtar Donetsk 2018 ~ 2025,"5'5""",157lbs,Right,"Jan 31, 2018",2018 ~ 2025,300,55,68,301,414,85,60,80,75,67
234119,Lucas Fernandes,22,72,Brazil,Portimonense SC,CAM,Portimonense SC 2019 ~ 2023,"5'9""",148lbs,Right,"Aug 17, 2019",2019 ~ 2023,320,44,73,371,371,75,75,57,74,56
234124,Lucas Kal,24,60,Brazil,CD Nacional,CB,CD Nacional 2020 ~ 2022,"6'1""",172lbs,Right,"Aug 1, 2020",2020 ~ 2022,181,58,36,163,277,55,41,83,55,77
234128,Luiz Araújo,24,76,Brazil,LOSC Lille,CAM,LOSC Lille 2017 ~ 2022,"5'9""",154lbs,Left,"Jul 1, 2017",2017 ~ 2022,316,54,71,360,416,86,72,55,66,42
234153,Carlos Soler,23,79,Spain,Valencia CF,CAM,Valencia CF 2015 ~ 2023,"5'11""",168lbs,Right,"Jul 1, 2015",2015 ~ 2023,354,56,81,384,382,77,77,56,81,68
234226,Bruno Viana,25,77,Brazil,SC Braga,CB,SC Braga 2018 ~ 2023,"6'2""",174lbs,Right,"Jul 1, 2018",2018 ~ 2023,271,80,71,263,317,65,57,73,80,74
234359,Andoni López,24,69,Spain,UD Logroñés,LB,UD Logroñés 2020 ~ 2022,"6'2""",168lbs,Left,"Sep 1, 2020",2020 ~ 2022,258,58,62,237,323,73,43,73,74,60
234376,Lourency,24,72,Brazil,Gil Vicente FC,CAM,Gil Vicente FC 2019 ~ 2022,"5'9""",163lbs,Right,"Jul 1, 2019",2019 ~ 2022,329,55,68,352,390,79,80,59,77,71
234426,Marcão,24,74,Brazil,Galatasaray SK,CB,Galatasaray SK 2019 ~ 2021,"6'1""",179lbs,Left,"Jan 10, 2019",2019 ~ 2021,229,68,69,238,303,56,52,90,68,79
234568,Gedson Fernandes,21,75,Portugal,Tottenham Hotspur,CAM,"Tottenham Hotspur Jun 30, 2021 On Loan","5'11""",157lbs,Right,"Jul 20, 2015","Jun 30, 2021 On Loan",336,61,76,369,375,77,80,71,77,71
234569,Florentino,20,76,Portugal,AS Monaco,CDM,"AS Monaco Jun 30, 2021 On Loan","6'0""",161lbs,Right,"Jul 1, 2017","Jun 30, 2021 On Loan",253,67,74,284,341,62,65,59,76,71
234570,Jota,21,72,Portugal,SL Benfica,RM,SL Benfica 2016 ~ 2024,"5'9""",148lbs,Right,"Jul 1, 2016",2016 ~ 2024,319,60,65,352,407,86,74,80,61,41
234574,Diogo Dalot,21,76,Portugal,Manchester United,RB,Manchester United 2018 ~ 2023,"6'0""",168lbs,Right,"Jun 9, 2018",2018 ~ 2023,318,69,75,333,377,78,78,84,74,74
234575,Diogo Leite,21,71,Portugal,FC Porto,CB,FC Porto 2017 ~ 2021,"6'2""",161lbs,Left,"Jul 1, 2017",2017 ~ 2021,229,75,63,219,299,61,59,70,67,71
234576,Diogo Queirós,21,70,Portugal,FC Porto,CB,FC Porto 2017 ~ 2023,"6'1""",176lbs,Right,"Jul 1, 2017",2017 ~ 2023,213,68,63,219,304,58,55,78,65,73
234577,Diogo Costa,20,70,Portugal,FC Porto,GK,FC Porto 2016 ~ 2022,"6'2""",179lbs,Right,"Jul 1, 2016",2016 ~ 2022,66,11,28,87,201,29,44,53,23,62
234731,Jair Amador,30,70,Portugal,Real Zaragoza,CB,Real Zaragoza 2020 ~ 2022,"6'2""",198lbs,Left,"Aug 12, 2020",2020 ~ 2022,220,71,65,220,294,62,41,71,74,90
234763,Ramón Folch,30,68,Spain,Elche CF,CDM,Elche CF 2019 ~ 2022,"6'0""",172lbs,Right,"Jul 1, 2019",2019 ~ 2022,269,58,71,291,257,35,65,34,86,69
234790,Juan Soriano,22,70,Spain,Málaga CF,GK,"Málaga CF Jun 30, 2021 On Loan","6'1""",183lbs,Left,"Jul 1, 2016","Jun 30, 2021 On Loan",83,20,23,123,227,37,50,66,35,58
234791,Luan Peres,23,67,Brazil,Club Brugge KV,CB,Club Brugge KV 2018 ~ 2022,"6'3""",174lbs,Left,"Jul 1, 2018",2018 ~ 2022,246,69,59,227,317,62,47,84,65,76
234819,Guilherme,25,73,Brazil,Al Faisaly,RM,Al Faisaly 2020 ~ 2021,"5'11""",143lbs,Right,"Jan 13, 2020",2020 ~ 2021,328,56,66,325,385,84,70,55,69,63
234835,Domingos Duarte,25,78,Portugal,Granada CF,CB,Granada CF 2019 ~ 2023,"6'3""",172lbs,Right,"Jul 14, 2019",2019 ~ 2023,269,80,78,221,275,55,50,60,75,80
234930,Pedro Rebocho,25,74,Portugal,En Avant de Guingamp,LWB,En Avant de Guingamp 2017 ~ 2022,"5'7""",163lbs,Left,"Jul 1, 2017",2017 ~ 2022,307,64,74,361,376,74,78,81,78,69
234992,Luís Rocha,33,67,Portugal,Famalicão,CB,Famalicão 2019 ~ 2021,"6'1""",187lbs,Right,"Jan 30, 2019",2019 ~ 2021,208,75,47,161,230,34,48,82,32,86
235088,Luis Pérez,25,72,Spain,Real Valladolid CF,RB,Real Valladolid CF 2020 ~ 2023,"5'8""",150lbs,Right,"Aug 4, 2020",2020 ~ 2023,243,55,60,276,395,83,51,79,86,66
235172,Rúben Vinagre,21,74,Portugal,Wolverhampton Wanderers,LM,Wolverhampton Wanderers 2018 ~ 2024,"5'9""",163lbs,Left,"Jul 9, 2018",2018 ~ 2024,295,49,73,347,409,89,64,52,73,52
235210,Pedrinho,26,71,Portugal,FC Paços de Ferreira,RM,FC Paços de Ferreira 2016 ~ 2020,"5'5""",161lbs,Right,"Jul 16, 2016",2016 ~ 2020,306,54,71,366,389,81,78,82,77,45
235338,Marlon,23,71,Brazil,Trabzonspor,LWB,Trabzonspor 2020 ~ 2021,"5'8""",150lbs,Left,"Aug 1, 2020",2020 ~ 2021,286,43,65,362,362,77,75,60,75,70
235450,Domingos Quina,20,68,Portugal,Watford,CAM,Watford 2018 ~ 2022,"5'9""",146lbs,Right,"Aug 9, 2018",2018 ~ 2022,271,34,69,317,367,74,68,50,63,42
235507,Iban Salvador,24,66,Equatorial Guinea,CF Fuenlabrada,LW,CF Fuenlabrada 2019 ~ 2023,"5'8""",159lbs,Left,"Jul 5, 2019",2019 ~ 2023,310,59,63,310,388,84,71,71,66,57
235623,Álvaro Jiménez,25,71,Spain,Albacete BP,RM,Albacete BP 2020 ~ 2022,"5'9""",157lbs,Right,"Sep 2, 2020",2020 ~ 2022,321,48,67,324,375,79,75,54,80,60
235706,Murilo,24,70,Brazil,FC Paços de Ferreira,CAM,FC Paços de Ferreira 2016 ~ 2021,"5'9""",146lbs,Left,"Jul 1, 2016",2016 ~ 2021,290,43,65,327,377,79,76,59,66,59
235875,Pol Lirola,22,71,Spain,Fiorentina,RM,Fiorentina 2020 ~ 2024,"6'0""",165lbs,Right,"Sep 1, 2020",2020 ~ 2024,310,64,72,319,366,78,58,66,72,64
235944,Brais Méndez,23,75,Spain,RC Celta,CAM,RC Celta 2015 ~ 2024,"6'2""",168lbs,Left,"Jul 1, 2015",2015 ~ 2024,341,52,74,373,333,71,73,64,66,69
235945,Marc Roca,23,77,Spain,RCD Espanyol,CM,RCD Espanyol 2015 ~ 2022,"6'0""",163lbs,Left,"Jul 1, 2015",2015 ~ 2022,293,42,82,354,318,57,66,57,72,66
235970,Mario González,24,64,Spain,CD Tondela,RW,"CD Tondela Jun 30, 2021 On Loan","6'0""",168lbs,Right,"Aug 26, 2020","Jun 30, 2021 On Loan",291,49,62,266,329,64,52,64,33,60
235997,Fran Beltrán,21,75,Spain,RC Celta,CDM,RC Celta 2018 ~ 2023,"5'7""",146lbs,Right,"Aug 1, 2018",2018 ~ 2023,319,60,79,341,360,66,61,58,70,64
236033,Dani Cárdenas,23,63,Spain,Levante UD,GK,Levante UD 2016 ~ 2021,"6'1""",176lbs,Right,"Jul 1, 2016",2016 ~ 2021,58,12,23,75,234,39,44,67,26,52
236355,Luiz Felipe,23,77,Brazil,Lazio,CB,Lazio 2016 ~ 2022,"6'2""",176lbs,Right,"Aug 31, 2016",2016 ~ 2022,250,71,72,272,338,76,44,72,52,68
236499,Douglas Luiz,22,75,Brazil,Aston Villa,CDM,Aston Villa 2019 ~ 2023,"5'10""",154lbs,Right,"Jul 25, 2019",2019 ~ 2023,330,62,77,352,359,65,76,66,73,68
236505,Artur Jorge,24,73,Portugal,Vitória de Setúbal,CB,Vitória de Setúbal 2018 ~ 2021,"6'1""",174lbs,Right,"Jul 1, 2018",2018 ~ 2021,223,70,62,219,277,56,56,77,68,77
236508,Adrián Diéguez,24,67,Spain,CF Fuenlabrada,CB,CF Fuenlabrada 2020 ~ 2024,"6'2""",152lbs,Left,"Sep 15, 2020",2020 ~ 2024,241,64,60,202,290,62,45,77,62,68
236555,Guilherme Schettine,24,68,Brazil,SC Braga,ST,SC Braga 2020 ~ 2025,"5'11""",168lbs,Right,"Aug 3, 2020",2020 ~ 2025,319,70,64,314,332,67,75,70,67,68
236632,David Neres,23,80,Brazil,Ajax,CAM,Ajax 2017 ~ 2023,"5'9""",146lbs,Left,"Feb 1, 2017",2017 ~ 2023,337,45,78,362,426,86,74,56,73,64
236639,Xeka,25,75,Portugal,LOSC Lille,CM,LOSC Lille 2017 ~ 2022,"6'1""",183lbs,Right,"Jul 1, 2017",2017 ~ 2022,287,65,80,377,299,58,75,78,78,74
236673,Pedro Marques,20,70,Portugal,Sporting CP,ST,Sporting CP 2016 ~ 2023,"5'11""",170lbs,Right,"Jul 1, 2016",2016 ~ 2023,298,65,54,292,378,74,72,83,73,70
236692,Marc Gual,24,70,Spain,AD Alcorcón,ST,AD Alcorcón 2020 ~ 2022,"6'0""",161lbs,Right,"Sep 1, 2020",2020 ~ 2022,320,68,66,293,346,73,70,70,72,68
236695,Luis Muñoz,22,67,Spain,Málaga CF,CB,Málaga CF 2015 ~ 2020,"5'11""",168lbs,Right,"Jul 1, 2015",2015 ~ 2020,205,64,65,195,301,67,49,61,73,73
236760,Kike Pérez,23,66,Spain,Real Valladolid CF,CM,Real Valladolid CF 2019 ~ 2025,"6'0""",176lbs,Left,"Jul 1, 2019",2019 ~ 2025,272,58,72,330,314,55,57,64,65,57
236893,Rui Pedro,19,68,Portugal,Boavista FC,ST,"Boavista FC Jun 30, 2018 On Loan","6'0""",165lbs,Right,"Jul 1, 2016","Jun 30, 2018 On Loan",290,62,65,304,338,66,72,71,68,63
236924,Bruno Wilson,23,71,Portugal,CD Tenerife,CB,"CD Tenerife Jun 30, 2021 On Loan","6'3""",176lbs,Right,"Jan 30, 2020","Jun 30, 2021 On Loan",241,72,62,218,251,55,46,65,69,79
236940,Darío Poveda,23,62,Spain,Getafe CF,ST,"Getafe CF Jun 30, 2021 On Loan","6'1""",165lbs,Right,"Jul 23, 2018","Jun 30, 2021 On Loan",287,66,57,262,280,53,63,65,48,62
237032,Javi Jiménez,23,63,Spain,Albacete BP,CB,"Albacete BP Jun 30, 2021 On Loan","6'0""",163lbs,Right,"Jul 1, 2016","Jun 30, 2021 On Loan",223,62,63,198,263,42,41,64,34,43
237135,Davidson,29,77,Brazil,Alanyaspor,LW,Alanyaspor 2020 ~ 2023,"5'10""",139lbs,Right,"Aug 13, 2020",2020 ~ 2023,341,60,72,373,387,76,83,70,85,64
237211,Yuri Ribeiro,23,73,Portugal,Nottingham Forest,LWB,Nottingham Forest 2019 ~ 2022,"5'9""",163lbs,Left,"Jul 8, 2019",2019 ~ 2022,308,65,71,324,379,76,66,75,71,64
237522,Jorge Cuenca,20,64,Spain,UD Almería,CB,"UD Almería Jun 30, 2021 On Loan","6'3""",165lbs,Left,"Sep 22, 2020","Jun 30, 2021 On Loan",230,67,65,197,288,49,55,67,62,60
237704,João Virgínia,20,63,Portugal,Everton,GK,Everton 2018 ~ 2024,"6'3""",183lbs,Left,"Aug 3, 2018",2018 ~ 2024,73,10,32,77,228,54,47,40,16,57
237735,Matheus Fernandes,22,68,Brazil,FC Barcelona,CM,FC Barcelona 2020 ~ 2025,"6'0""",157lbs,Right,"Aug 4, 2020",2020 ~ 2025,296,71,68,325,334,69,75,82,78,70
237960,Mama Baldé,24,75,Guinea Bissau,Dijon FCO,ST,Dijon FCO 2019 ~ 2022,"5'9""",152lbs,Right,"Jul 1, 2019",2019 ~ 2022,356,74,70,325,391,84,79,79,77,70
238013,Jandrei,26,72,Brazil,Genoa,GK,Genoa 2019 ~ 2021,"6'1""",168lbs,Right,"Jan 30, 2019",2019 ~ 2021,65,12,25,127,208,24,52,60,26,45
238224,Marcão,26,72,Brazil,Hebei China Fortune FC,ST,Hebei China Fortune FC 2019 ~ 2023,"6'5""",198lbs,Right,"Feb 21, 2019",2019 ~ 2023,311,77,63,253,302,69,75,83,76,89
238226,Reynaldo,23,63,Brazil,Moreirense FC,LB,Moreirense FC 2020 ~ 2024,"6'1""",185lbs,Left,"Sep 15, 2020",2020 ~ 2024,220,52,49,239,322,68,39,55,68,48
238359,Wendel,22,79,Brazil,Sporting CP,CAM,Sporting CP 2018 ~ 2023,"5'11""",161lbs,Right,"Jan 6, 2018",2018 ~ 2023,346,57,85,372,383,76,86,62,82,68
238446,Tachi,22,63,Spain,Deportivo Alavés,CB,Deportivo Alavés 2019 ~ 2023,"6'0""",181lbs,Right,"Jul 19, 2019",2019 ~ 2023,220,71,58,196,264,52,41,65,46,63
238461,Luis Perea,22,66,Spain,CD Leganés,CM,CD Leganés 2020 ~ 2025,"6'3""",181lbs,Right,"Aug 27, 2020",2020 ~ 2025,275,68,71,282,278,50,55,62,63,70
238507,Fernando Fonseca,23,71,Portugal,FC Paços de Ferreira,RB,FC Paços de Ferreira 2020 ~ 2023,"6'0""",165lbs,Right,"Sep 7, 2020",2020 ~ 2023,259,57,66,289,337,68,55,72,70,70
238616,Pedro Neto,20,72,Portugal,Wolverhampton Wanderers,LW,Wolverhampton Wanderers 2019 ~ 2024,"5'8""",137lbs,Left,"Aug 5, 2019",2019 ~ 2024,303,49,65,322,402,86,66,52,61,46
238759,Alex Pinto,21,71,Portugal,Farense,RB,Farense 2020 ~ 2024,"6'2""",170lbs,Right,"Aug 12, 2020",2020 ~ 2024,263,51,64,285,321,72,54,70,76,77
238830,Alexandre Guedes,26,69,Portugal,Vegalta Sendai,ST,"Vegalta Sendai Jan 1, 2021 On Loan","6'1""",183lbs,Right,"Jul 4, 2018","Jan 1, 2021 On Loan",330,71,66,276,290,62,73,64,57,83
238857,Wilson Manafá,25,75,Portugal,FC Porto,RWB,FC Porto 2019 ~ 2023,"5'9""",152lbs,Right,"Jan 21, 2019",2019 ~ 2023,323,60,70,321,411,88,66,60,84,57
238860,Jadson,28,71,Brazil,Portimonense SC,CB,Portimonense SC 2015 ~ 2024,"6'2""",185lbs,Right,"Jul 1, 2015",2015 ~ 2024,193,68,59,167,301,63,45,75,63,79
239247,Dani Morer,22,65,Spain,Famalicão,RB,Famalicão 2020 ~ 2025,"5'7""",139lbs,Right,"Sep 3, 2020",2020 ~ 2025,259,50,62,289,354,74,48,68,68,58
