ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count
198631,Rodri,30,68,Spain,Real Oviedo,ST,Right,315,63,55,289,379,78,77,87.0,56,68,175.3,73.9,1.0,9,896,138,99.6,99.6,70000000.0,2019.0,0.0,neutral,0.0
198831,Vinícius,22,70,Brazil,Adanaspor,RW,Right,324,51,68,312,365,76,73,64.0,72,60,180.3,72.1,1.0,15,1027,129,68.5,68.5,325000.0,2016.0,0.0,neutral,0.0
198874,Adriano,32,65,Brazil,FC Seoul,ST,Right,297,61,55,293,344,72,65,62.0,47,54,170.2,68.0,0.0,22,567,121,25.8,25.8,1500000.0,2020.0,0.0,neutral,0.0
198899,João Pereira,29,60,Portugal,SønderjyskE,LB,Left,258,60,56,269,313,64,55,78.0,62,71,182.9,78.9,2.0,13,371,39,28.5,28.5,75000.0,2011.0,0.0,neutral,0.0
198950,Pablo Sarabia,28,81,Spain,Paris Saint-Germain,RW,Left,368,61,83,404,383,74,76,31.0,71,57,175.3,69.9,5.0,10,136,29,13.6,13.6,25000000.0,2021.0,0.0,neutral,0.0
199158,Sergio Álvarez,28,75,Spain,SD Eibar,CDM,Right,303,57,73,321,321,61,80,70.0,89,73,182.9,73.9,4.0,8,2220,88,277.5,277.5,1200000.0,2018.0,0.0,neutral,0.0
199254,João Pedro,28,79,Brazil,Cagliari,CF,Right,367,66,78,377,361,74,77,77.0,75,57,182.9,73.0,9.0,24,1019,149,42.5,42.5,400000.0,2020.0,0.0,neutral,0.0
199304,Danilo,28,79,Brazil,Juventus,RB,Right,360,69,79,375,347,67,84,75.0,75,73,182.9,78.0,5.0,48,1512,244,31.5,31.5,800000.0,2020.0,0.0,neutral,0.0
199354,Lucas Pérez,31,79,Spain,Deportivo Alavés,ST,Left,381,68,75,385,378,76,82,65.0,69,70,180.3,73.0,3.0,11,278,36,25.3,25.3,2500000.0,2021.0,0.0,neutral,0.0
199416,Ibai Gómez,30,79,Spain,Athletic Club de Bilbao,RW,Right,361,47,79,404,381,76,83,65.0,70,69,177.8,72.1,3.0,12,688,94,57.3,57.3,800000.0,2021.0,0.0,neutral,0.0
199490,Joselu,29,68,Spain,CD Tenerife,ST,Right,328,68,66,312,382,84,71,71.0,89,72,170.2,68.9,2.0,10,250,42,25.0,25.0,1500000.0,2020.0,0.0,neutral,0.0
199491,Fran García,27,69,Spain,Albacete BP,LB,Left,241,58,60,271,384,77,52,74.0,81,62,170.2,69.9,3.0,8,794,78,99.2,99.2,3000000.0,2021.0,0.0,neutral,0.0
199575,Jordi Masip,31,81,Spain,Real Valladolid CF,GK,Right,106,13,42,121,344,65,54,85.0,41,54,180.3,68.0,5.0,5,538,22,107.6,107.6,1000000.0,2017.0,0.0,neutral,0.0
199577,Sergi Gómez,28,77,Spain,Sevilla FC,CB,Right,271,77,77,296,306,63,45,80.0,67,77,185.4,79.8,4.0,4,54,10,13.5,13.5,2000000.0,2021.0,0.0,neutral,0.0
199663,Renato Neto,27,67,Brazil,KV Oostende,CB,Right,318,70,72,331,213,34,73,35.0,31,84,185.4,83.9,1.0,11,1571,202,142.8,142.8,200000.0,2014.0,0.0,neutral,0.0
199737,Wilson Eduardo,29,76,Angola,Al Ain FC,RM,Right,374,66,73,373,372,76,83,68.0,70,69,177.8,73.9,2.0,11,458,89,41.6,41.6,1700000.0,2020.0,0.0,neutral,0.0
199738,Fran Vélez,29,66,Spain,Panathinaikos FC,CB,Right,233,60,70,263,296,56,51,74.0,73,82,177.8,74.8,2.0,13,388,50,29.8,29.8,800000.0,2014.0,0.0,neutral,0.0
199914,Allan,29,83,Brazil,Everton,CDM,Right,343,59,84,358,398,77,73,67.0,92,78,175.3,73.9,3.0,22,382,58,17.4,17.4,22000000.0,2020.0,0.0,neutral,0.0
199935,Rômulo,29,76,Brazil,Shijiazhuang Ever Bright F.C.,CDM,Right,332,76,77,325,337,73,73,80.0,82,74,185.4,83.0,1.0,7,615,102,87.9,87.9,1500000.0,2020.0,0.0,neutral,0.0
200054,Pedro Obiang,28,76,Equatorial Guinea,Sassuolo,CDM,Right,325,70,77,347,310,58,74,72.0,72,72,185.4,74.8,4.0,11,916,149,83.3,83.3,5000000.0,2019.0,0.0,neutral,0.0
200438,Guilherme,29,74,Brazil,Trabzonspor,RM,Left,317,50,73,344,426,90,71,83.0,73,57,175.3,69.9,2.0,31,1874,265,60.5,60.5,1000000.0,2020.0,0.0,neutral,0.0
198368,Tomás Pina,32,76,Spain,Deportivo Alavés,CM,Right,327,69,79,358,278,55,73,66.0,71,72,182.9,78.0,3.0,10,327,43,32.7,32.7,1200000.0,2018.0,0.0,neutral,0.0
198198,Jordi Amat,28,70,Spain,KAS Eupen,CB,Right,227,68,66,238,311,59,75,77.0,67,78,182.9,83.0,1.0,8,299,57,37.4,37.4,1400000.0,2018.0,0.0,neutral,0.0
193847,Osmar,32,75,Spain,FC Seoul,CDM,Left,298,76,74,320,235,43,74,66.0,91,93,193.0,86.2,7.0,7,283,39,40.4,40.4,800000.0,2010.0,0.0,neutral,0.0
198164,Jonathan Viera,30,81,Spain,Beijing Sinobo Guoan FC,CAM,Right,363,65,84,401,401,84,70,63.0,78,67,170.2,67.1,3.0,10,333,52,33.3,33.3,2000000.0,2017.0,0.0,neutral,0.0
194022,André Almeida,29,80,Portugal,SL Benfica,RB,Right,346,74,80,349,333,63,76,77.0,87,78,185.4,79.8,12.0,14,656,105,46.9,46.9,3000000.0,2019.0,0.0,neutral,0.0
194135,Leonardo,33,73,Brazil,Shandong Luneng TaiShan FC,LW,Left,317,45,68,363,384,80,68,81.0,63,70,172.7,64.9,3.0,5,487,66,97.4,97.4,275000.0,2020.0,0.0,neutral,0.0
194329,Javi Ros,30,69,Spain,Real Zaragoza,CM,Right,283,41,72,336,361,69,71,71.0,80,70,172.7,68.0,7.0,5,1220,86,244.0,244.0,300000.0,2014.0,0.0,neutral,0.0
194647,Rubén Miño,31,68,Spain,UD Logroñés,GK,Right,100,16,35,107,283,56,47,65.0,44,66,190.5,86.2,2.0,7,539,65,77.0,77.0,100000.0,2012.0,0.0,neutral,0.0
194730,Juan Carlos,32,72,Spain,Girona FC,GK,Right,105,19,25,104,300,58,56,70.0,42,61,188.0,82.1,2.0,6,147,18,24.5,24.5,1000000.0,2020.0,0.0,neutral,0.0
194761,Borja García,29,75,Spain,SD Huesca,CAM,Right,330,53,78,346,383,82,67,74.0,67,68,175.3,72.1,3.0,8,727,86,90.9,90.9,1500000.0,2020.0,0.0,neutral,0.0
194781,Renan Ribeiro,30,74,Brazil,Sporting CP,GK,Right,68,16,19,73,263,55,49,72.0,30,71,193.0,88.0,4.0,4,60,9,15.0,15.0,600000.0,2018.0,0.0,neutral,0.0
194847,Ryan Mendes,27,74,Cape Verde,Kayserispor,RM,Right,303,43,71,348,412,89,63,50.0,73,58,175.3,73.0,3.0,10,464,71,46.4,46.4,2500000.0,2016.0,0.0,neutral,0.0
194879,Sergi Enrich,30,77,Spain,SD Eibar,ST,Right,388,81,79,315,328,58,76,77.0,75,83,180.3,77.1,7.0,3,218,22,72.7,72.7,1800000.0,2015.0,0.0,neutral,0.0
194956,Edgar Costa,33,69,Portugal,Clube Sport Marítimo,RM,Right,330,56,67,355,343,69,77,68.0,67,69,177.8,73.0,7.0,7,179,21,25.6,25.6,200000.0,2014.0,0.0,neutral,0.0
194979,Tiago Pinto,32,75,Portugal,MKE Ankaragücü,LB,Left,302,64,72,359,389,83,76,75.0,82,64,177.8,69.9,4.0,15,197,37,13.1,13.1,200000.0,2015.0,0.0,neutral,0.0
194996,Borja Bastón,27,73,Spain,CD Leganés,ST,Right,348,77,69,304,265,41,80,57.0,66,87,185.4,82.1,1.0,6,298,13,49.7,49.7,2000000.0,2020.0,0.0,neutral,0.0
195096,Fransérgio,29,77,Brazil,SC Braga,CM,Right,358,74,77,376,311,55,85,52.0,89,79,188.0,82.1,7.0,8,340,54,42.5,42.5,5000000.0,2021.0,0.0,neutral,0.0
195361,Javi López,34,74,Spain,RCD Espanyol,RB,Right,318,65,76,322,338,64,57,71.0,69,67,180.3,76.2,15.0,15,692,84,46.1,46.1,600000.0,2020.0,0.0,neutral,0.0
196801,Mexer,31,75,Mozambique,FC Girondins de Bordeaux,CB,Right,287,76,77,270,308,50,49,80.0,73,79,188.0,78.9,4.0,6,214,35,35.7,35.7,1200000.0,2019.0,0.0,neutral,0.0
196899,Héldon,31,75,Cape Verde,Al Taawoun,LM,Right,337,59,67,359,401,86,75,64.0,74,59,175.3,67.1,4.0,1,20,4,20.0,20.0,1200000.0,2018.0,0.0,neutral,0.0
196935,Ignasi Miquel,27,70,Spain,CD Leganés,CB,Left,232,70,69,230,279,58,57,58.0,63,73,188.0,82.1,4.0,2,179,26,89.5,89.5,1000000.0,2021.0,0.0,neutral,0.0
196942,Iñigo Pérez,32,74,Spain,CA Osasuna,CDM,Left,334,62,76,371,320,62,73,76.0,78,70,177.8,73.9,4.0,6,232,33,38.7,38.7,600000.0,2014.0,0.0,neutral,0.0
197860,Ivo Pinto,30,72,Portugal,Rio Ave FC,RB,Right,273,57,66,308,374,87,61,67.0,75,70,182.9,69.9,3.0,8,119,16,14.9,14.9,800000.0,2021.0,0.0,neutral,0.0
197885,Cedrick,24,69,DR Congo,UCAM Murcia CF,RM,Right,270,42,65,315,430,95,64,82.0,72,56,167.6,62.1,0.0,2,118,12,59.0,59.0,200000.0,2015.0,0.0,neutral,0.0
198023,Ximo Navarro,30,74,Spain,Deportivo Alavés,RB,Right,278,69,71,303,361,73,64,81.0,87,69,175.3,74.8,3.0,12,584,68,48.7,48.7,1800000.0,2018.0,0.0,neutral,0.0
198031,Sérgio Oliveira,28,78,Portugal,FC Porto,CM,Right,375,64,84,392,330,62,88,56.0,72,65,180.3,78.0,6.0,15,370,62,24.7,24.7,17000000.0,2019.0,0.0,neutral,0.0
198128,Caio,29,73,United Arab Emirates,Al Ain FC,ST,Right,353,74,68,343,385,80,72,73.0,74,63,177.8,69.9,3.0,3,74,16,24.7,24.7,325000.0,2012.0,0.0,neutral,0.0
185020,José Callejón,33,84,Spain,Napoli,RM,Right,389,65,80,356,421,86,78,70.0,88,53,177.8,73.0,7.0,3,22,3,7.3,7.3,1500000.0,2020.0,0.0,neutral,0.0
184999,Maurício,30,76,Brazil,PAOK,CDM,Right,347,67,80,385,363,77,76,83.0,74,67,180.3,78.0,3.0,14,380,40,27.1,27.1,350000.0,2018.0,0.0,neutral,0.0
225386,Ygor Nogueira,25,70,Brazil,Gil Vicente FC,CB,Right,211,71,60,201,297,55,59,76.0,73,81,188.0,82.1,2.0,2,40,6,20.0,20.0,700000.0,2021.0,0.0,neutral,0.0
157960,Manuel Fernandes,32,79,Portugal,Lokomotiv Moscow,CAM,Right,358,62,80,387,393,83,81,74.0,72,71,175.3,74.8,6.0,15,568,77,37.9,37.9,200000.0,2011.0,0.0,neutral,0.0
159566,Abraham González,33,66,Spain,Tiburones Rojos de Veracruz,CM,Right,294,45,73,340,280,60,81,32.0,63,67,177.8,79.8,2.0,3,216,33,72.0,72.0,250000.0,2016.0,0.0,neutral,0.0
160774,Fred,31,77,Brazil,Fluminense,ST,Right,370,80,71,348,302,51,79,72.0,53,83,185.4,83.9,9.0,11,495,115,45.0,45.0,22000000.0,2018.0,0.0,neutral,0.0
161754,Javi García,33,75,Spain,Boavista FC,CB,Right,323,82,78,309,279,47,79,91.0,72,85,188.0,82.1,3.0,11,220,36,20.0,20.0,600000.0,2020.0,0.0,neutral,0.0
162347,João Moutinho,33,83,Portugal,Wolverhampton Wanderers,CM,Right,391,70,87,419,352,60,77,71.0,77,58,170.2,60.8,4.0,15,693,115,46.2,46.2,4000000.0,2018.0,0.0,neutral,0.0
163873,Eduardo,36,72,Portugal,SC Braga,GK,Right,78,12,22,100,262,42,51,73.0,22,69,188.0,83.9,2.0,28,1653,269,59.0,59.0,400000.0,2020.0,0.0,neutral,0.0
164079,Juninho,35,72,Brazil,Tigres U.A.N.L.,CB,Right,329,74,68,337,227,30,80,75.0,67,80,180.3,79.8,8.0,11,526,81,47.8,47.8,1500000.0,2020.0,0.0,neutral,0.0
164082,Adriano,35,74,Brazil,KAS Eupen,LB,Left,317,60,74,373,350,68,82,70.0,62,67,172.7,74.8,1.0,22,567,121,25.8,25.8,1200000.0,2020.0,0.0,neutral,0.0
164169,Filipe Luís,32,85,Brazil,Atlético Madrid,LWB,Left,353,72,80,386,372,76,71,69.0,89,73,182.9,73.9,4.0,15,355,74,23.7,23.7,1500000.0,2019.0,0.0,neutral,0.0
164299,André Santos,30,75,Brazil,Flamengo,CAM,Left,351,71,79,365,356,70,82,75.0,61,76,180.3,73.9,2.0,4,173,23,43.2,43.2,200000.0,2020.0,0.0,neutral,0.0
164471,Xisco,34,71,Spain,Peñarol,ST,Right,340,79,59,283,245,33,72,72.0,68,91,182.9,82.1,1.0,9,289,50,32.1,32.1,100000.0,2019.0,0.0,neutral,0.0
164852,Bruno Gama,29,74,Portugal,AD Alcorcón,RM,Right,331,46,73,389,364,76,65,59.0,65,57,175.3,72.1,0.0,7,606,82,86.6,86.6,500000.0,2017.0,0.0,neutral,0.0
164945,Nuno Mendes,28,71,Portugal,US Créteil-Lusitanos,CB,Right,176,83,43,184,214,67,51,67.0,78,81,188.0,86.2,4.0,10,431,70,43.1,43.1,40000000.0,2021.0,0.0,neutral,0.0
165580,Diego Alves,31,82,Brazil,Valencia CF,GK,Left,122,20,33,107,314,55,30,79.0,60,67,188.0,83.0,8.0,6,451,72,75.2,75.2,1500000.0,2017.0,0.0,neutral,0.0
165769,Cássio,39,74,Brazil,Al Taawoun,GK,Right,73,12,25,81,237,34,51,70.0,30,64,185.4,78.9,3.0,4,101,15,25.2,25.2,100000.0,2018.0,0.0,neutral,0.0
165816,Jonathan,28,73,Brazil,Inter,RW,Right,319,53,68,346,410,86,79,59.0,79,70,170.2,72.1,4.0,12,492,88,41.0,41.0,200000.0,2015.0,0.0,neutral,0.0
166072,Danilo,36,74,Brazil,Bologna,CB,Right,207,71,60,236,262,45,68,74.0,33,67,185.4,74.8,2.0,48,1512,244,31.5,31.5,4200000.0,2021.0,0.0,neutral,0.0
168530,Jardel,34,75,Brazil,SL Benfica,CB,Right,255,80,64,222,232,44,58,76.0,33,89,193.0,86.2,10.0,18,557,84,30.9,30.9,300000.0,2021.0,0.0,neutral,0.0
168607,Rafinha,34,79,Brazil,Olympiacos CFP,RB,Right,291,43,78,356,385,76,58,53.0,78,53,172.7,67.1,2.0,39,1159,202,29.7,29.7,12000000.0,2020.0,0.0,neutral,0.0
168609,Miranda,35,80,Brazil,Jiangsu Suning FC,CB,Right,304,79,83,288,329,62,70,83.0,66,79,185.4,79.8,2.0,15,292,51,19.5,19.5,1000000.0,2019.0,0.0,neutral,0.0
169195,Renato Augusto,32,83,Brazil,Beijing Sinobo Guoan FC,CM,Right,380,65,85,409,375,73,81,49.0,85,79,185.4,86.2,5.0,20,1653,225,82.6,82.6,750000.0,2012.0,0.0,neutral,0.0
169941,Ukra,32,69,Portugal,Santa Clara,RW,Right,325,61,67,360,364,74,73,73.0,47,61,175.3,68.9,3.0,2,51,10,25.5,25.5,250000.0,2021.0,0.0,neutral,0.0
170941,Javi Moyano,34,71,Spain,Real Valladolid CF,RB,Right,261,60,65,285,345,68,63,73.0,75,73,180.3,71.2,6.0,4,89,10,22.2,22.2,100000.0,2020.0,0.0,neutral,0.0
171018,Mario Suárez,33,74,Spain,Rayo Vallecano,CDM,Right,316,68,75,355,268,39,80,57.0,72,82,188.0,79.8,3.0,4,146,46,36.5,36.5,300000.0,2018.0,0.0,neutral,0.0
158144,Salva Sevilla,36,74,Spain,RCD Mallorca,CM,Right,328,53,80,395,274,38,81,34.0,60,62,177.8,71.2,4.0,6,280,30,46.7,46.7,300000.0,2017.0,0.0,neutral,0.0
156272,Ederson,28,74,Brazil,Lazio,RW,Right,341,63,77,389,357,69,78,66.0,60,69,180.3,73.9,5.0,27,1129,188,41.8,41.8,50000000.0,2017.0,0.0,neutral,0.0
171579,Raúl García,33,80,Spain,Athletic Club de Bilbao,CM,Right,391,90,83,392,294,45,85,92.0,75,85,182.9,83.0,6.0,11,393,54,35.7,35.7,2500000.0,2015.0,0.0,neutral,0.0
154472,Jorge Molina,38,78,Spain,Granada CF,ST,Right,377,83,80,330,226,33,80,46.0,43,89,188.0,72.1,2.0,5,270,24,54.0,54.0,1000000.0,2020.0,0.0,neutral,0.0
45186,Joaquín,38,80,Spain,Real Betis,CAM,Right,379,63,83,409,359,67,80,31.0,51,64,177.8,74.8,6.0,14,278,49,19.9,19.9,1500000.0,2015.0,0.0,neutral,0.0
48717,Júlio César,37,80,Brazil,SL Benfica,GK,Left,82,18,23,107,282,39,14,75.0,35,72,185.4,78.9,4.0,14,433,92,30.9,30.9,500000.0,2021.0,0.0,neutral,0.0
106019,Adriano,31,73,Brazil,Club Athletico Paranaense,ST,Left,338,81,60,341,210,41,90,30.0,30,93,188.0,88.0,0.0,22,567,121,25.8,25.8,350000.0,2016.0,0.0,neutral,0.0
112712,Juninho,38,77,Brazil,Vasco da Gama,CAM,Right,364,54,84,407,319,58,79,56.0,52,57,177.8,73.9,0.0,11,526,81,47.8,47.8,300000.0,2021.0,0.0,neutral,0.0
115909,Rubén Castro,39,71,Spain,FC Cartagena,CF,Right,333,67,63,327,380,72,69,82.0,60,60,170.2,68.0,1.0,3,178,32,59.3,59.3,100000.0,2018.0,0.0,neutral,0.0
135377,Jefferson,33,80,Brazil,Brazil,GK,Left,71,12,21,82,251,44,25,60.0,31,62,188.0,89.8,4.0,38,1037,160,27.3,27.3,300000.0,2019.0,0.0,neutral,0.0
135455,Maicon,33,77,Brazil,Roma,RWB,Right,377,69,80,380,368,74,83,71.0,70,78,182.9,77.1,3.0,22,648,130,29.5,29.5,1200000.0,2016.0,0.0,neutral,0.0
135460,Alex,35,80,Brazil,Coritiba,CAM,Left,385,69,85,421,305,50,80,57.0,53,65,175.3,73.0,2.0,35,1197,177,34.2,34.2,450000.0,2021.0,0.0,neutral,0.0
135697,Sergio García,35,77,Spain,RCD Espanyol,CF,Right,371,68,76,376,356,70,77,54.0,52,68,175.3,72.1,2.0,15,449,96,29.9,29.9,50000.0,2017.0,0.0,neutral,0.0
136144,Robinho,34,77,Brazil,Sivasspor,CAM,Right,326,40,75,380,383,74,55,57.0,59,43,172.7,64.9,1.0,17,784,140,46.1,46.1,200000.0,2021.0,0.0,neutral,0.0
137809,Vágner Love,34,76,Brazil,Beşiktaş JK,ST,Right,342,78,67,297,373,75,80,77.0,68,74,170.2,72.1,2.0,6,97,17,16.2,16.2,750000.0,2016.0,0.0,neutral,0.0
137823,Pedrinho,31,72,Brazil,Figueirense,CF,Left,267,55,76,282,213,70,67,67.0,69,50,167.6,62.1,4.0,11,300,47,27.3,27.3,17000000.0,2021.0,0.0,neutral,0.0
138110,Bruno Alves,38,72,Portugal,Parma,CB,Right,319,74,62,351,256,39,81,88.0,55,87,188.0,83.0,3.0,15,265,50,17.7,17.7,200000.0,2021.0,0.0,neutral,0.0
138449,Kaká,35,80,Brazil,Unknown,CAM,Right,365,52,81,389,332,63,76,53.0,44,70,185.4,83.0,4.0,13,643,92,49.5,49.5,150000.0,2020.0,0.0,neutral,0.0
140082,Rafael,38,73,Brazil,Spezia,GK,Right,69,10,25,83,198,43,47,63.0,41,49,188.0,79.8,1.0,16,936,181,58.5,58.5,200000.0,2021.0,0.0,neutral,0.0
142454,Verza,33,66,Spain,FC Cartagena,CM,Right,312,49,69,369,256,34,80,51.0,54,65,180.3,78.0,2.0,6,144,19,24.0,24.0,100000.0,2018.0,0.0,neutral,0.0
146296,Andrés Fernández,33,78,Spain,SD Huesca,GK,Right,90,12,35,108,313,58,51,77.0,39,74,188.0,82.1,3.0,4,255,44,63.8,63.8,600000.0,2020.0,0.0,neutral,0.0
146536,Jesús Navas,34,84,Spain,Sevilla FC,RB,Right,380,75,81,370,423,90,75,63.0,81,39,172.7,59.9,4.0,15,414,79,27.6,27.6,3000000.0,2017.0,0.0,neutral,0.0
146692,Nenê,32,76,Brazil,West Ham United,LW,Left,373,66,80,396,358,67,72,62.0,58,65,180.3,69.9,0.0,10,523,70,52.3,52.3,50000.0,2020.0,0.0,neutral,0.0
146748,Diego López,38,76,Spain,RCD Espanyol,GK,Right,75,10,28,78,256,34,54,68.0,42,66,195.6,88.9,4.0,9,365,52,40.6,40.6,500000.0,2017.0,0.0,neutral,0.0
146760,Juanfran,33,80,Spain,Atlético Madrid,RB,Right,320,59,77,358,376,74,68,68.0,80,74,180.3,71.2,8.0,8,199,32,24.9,24.9,1000000.0,2019.0,0.0,neutral,0.0
146952,Iván Cuéllar,36,77,Spain,CD Leganés,GK,Left,103,13,23,100,280,59,59,65.0,44,65,188.0,76.2,4.0,12,556,86,46.3,46.3,100000.0,2017.0,0.0,neutral,0.0
152718,Ricardo Vaz Tê,33,71,Portugal,Portimonense SC,ST,Right,342,76,66,320,347,75,79,70.0,67,79,188.0,79.8,1.0,9,619,114,68.8,68.8,100000.0,2021.0,0.0,neutral,0.0
171189,Aythami Artiles,34,68,Spain,UD Las Palmas,CB,Right,291,72,69,262,239,29,38,82.0,73,82,185.4,82.1,2.0,5,180,26,36.0,36.0,100000.0,2017.0,0.0,neutral,0.0
171688,Fábio Coentrão,30,77,Portugal,Rio Ave FC,LM,Left,349,63,78,364,380,77,69,79.0,82,66,177.8,66.2,1.0,15,268,41,17.9,17.9,400000.0,2020.0,0.0,neutral,0.0
184949,Mariano,33,77,Brazil,Galatasaray SK,RB,Right,328,59,76,365,379,81,84,70.0,88,70,177.8,68.9,3.0,11,204,32,18.5,18.5,700000.0,2017.0,0.0,neutral,0.0
180359,Luisinho,35,73,Portugal,SD Huesca,LB,Left,313,68,75,334,353,69,59,34.0,52,59,170.2,62.1,3.0,9,563,72,62.6,62.6,200000.0,2018.0,0.0,neutral,0.0
180714,Guilherme,34,78,Russia,Lokomotiv Moscow,GK,Right,89,13,39,101,235,37,54,62.0,34,71,195.6,94.8,15.0,31,1874,265,60.5,60.5,3800000.0,2017.0,0.0,neutral,0.0
180826,Luiz Adriano,31,78,Brazil,Spartak Moscow,ST,Right,368,76,72,321,371,78,76,83.0,72,72,182.9,79.8,3.0,10,155,31,15.5,15.5,1500000.0,2016.0,0.0,neutral,0.0
180955,Breno,25,75,Brazil,São Paulo,CB,Right,286,77,69,273,317,65,62,66.0,51,80,190.5,84.8,2.0,2,577,75,288.5,288.5,400000.0,2016.0,0.0,neutral,0.0
182105,Felipe,29,77,Brazil,Flamengo,GK,Right,122,25,22,125,269,52,34,74.0,33,69,190.5,86.2,5.0,14,280,34,20.0,20.0,9000000.0,2019.0,0.0,neutral,0.0
182629,Beto,38,76,Portugal,Portugal,GK,Right,104,22,36,97,259,47,59,67.0,40,52,182.9,76.2,4.0,16,488,136,30.5,30.5,6500000.0,2021.0,0.0,neutral,0.0
182632,Rúben Ribeiro,32,73,Portugal,Hatayspor,LW,Right,340,63,71,382,371,72,80,67.0,63,60,175.3,67.1,2.0,5,73,11,14.6,14.6,100000.0,2020.0,0.0,neutral,0.0
182938,Luis Henrique,29,68,Brazil,Paraná,CB,Right,239,67,69,234,199,68,65,67.0,79,72,185.4,82.1,4.0,4,106,14,26.5,26.5,7000000.0,2020.0,0.0,neutral,0.0
183353,Víctor Díaz,32,78,Spain,Granada CF,RB,Right,319,77,74,311,342,73,67,89.0,81,72,182.9,72.1,5.0,2,80,15,40.0,40.0,1000000.0,2017.0,0.0,neutral,0.0
183491,Zanka,30,74,Denmark,Fenerbahçe SK,CB,Right,262,75,66,226,318,63,64,73.0,68,83,190.5,84.8,3.0,8,544,107,68.0,68.0,1500000.0,2021.0,0.0,neutral,0.0
183512,Yuri Berchiche,30,83,Spain,Athletic Club de Bilbao,LB,Left,359,75,82,359,403,82,80,85.0,86,80,180.3,79.8,4.0,15,555,60,37.0,37.0,8000000.0,2018.0,0.0,neutral,0.0
183518,Rui Fonte,30,70,Portugal,SC Braga,ST,Right,343,70,71,340,336,64,66,75.0,63,61,180.3,73.0,3.0,13,1025,275,78.8,78.8,2000000.0,2021.0,0.0,neutral,0.0
183520,Fran Mérida,30,76,Spain,RCD Espanyol,CDM,Left,320,43,80,390,317,61,77,65.0,68,70,177.8,73.9,2.0,7,167,23,23.9,23.9,1000000.0,2020.0,0.0,neutral,0.0
183853,Aarón Ñíguez,30,69,Spain,Málaga CF,RM,Right,311,52,66,352,388,80,73,73.0,64,60,170.2,72.1,0.0,5,278,59,55.6,55.6,200000.0,2016.0,0.0,neutral,0.0
184009,Leandrinho,31,66,Brazil,Kardemir Karabükspor,RM,Right,290,60,54,297,368,76,61,66.0,66,60,177.8,77.1,1.0,11,396,59,36.0,36.0,475000.0,2020.0,0.0,neutral,0.0
184031,Licá,30,71,Portugal,Os Belenenses,CF,Right,335,58,66,341,364,77,74,72.0,73,67,180.3,69.9,2.0,2,23,3,11.5,11.5,300000.0,2020.0,0.0,neutral,0.0
184120,Bruno,35,76,Spain,Villarreal CF,CM,Left,319,61,82,379,231,32,78,55.0,32,70,182.9,73.0,15.0,6,172,31,28.7,28.7,75000.0,2020.0,0.0,neutral,0.0
184134,Fernando,32,83,Brazil,Sevilla FC,CDM,Right,329,74,83,345,345,66,76,76.0,82,81,182.9,76.2,3.0,38,2281,333,60.0,60.0,2500000.0,2019.0,0.0,neutral,0.0
184417,Sergio Tejera,30,70,Spain,Real Oviedo,CDM,Left,326,58,69,352,345,72,73,63.0,80,70,180.3,74.8,3.0,8,161,24,20.1,20.1,500000.0,2015.0,0.0,neutral,0.0
184606,Fábio Pacheco,32,75,Portugal,Moreirense FC,CDM,Right,299,63,74,311,344,65,67,82.0,77,70,180.3,73.0,3.0,2,41,6,20.5,20.5,300000.0,2018.0,0.0,neutral,0.0
184823,Djalma,32,72,Angola,Alanyaspor,LM,Right,329,60,71,351,372,79,75,75.0,70,81,177.8,78.0,2.0,15,186,35,12.4,12.4,100000.0,2020.0,0.0,neutral,0.0
184845,Wellington,31,69,Brazil,Vissel Kobe,ST,Right,326,72,63,278,261,54,72,73.0,70,93,185.4,88.9,4.0,8,592,111,74.0,74.0,450000.0,2012.0,0.0,neutral,0.0
184858,Alan Kardec,31,76,Brazil,Chongqing Dangdai Lifan FC SWM Team,ST,Right,362,82,67,326,357,74,78,84.0,81,81,188.0,72.1,4.0,6,523,101,87.2,87.2,1500000.0,2014.0,0.0,neutral,0.0
184926,Fabiano,30,73,Brazil,FC Porto,GK,Right,95,19,34,77,218,47,18,74.0,42,78,198.1,91.2,7.0,6,147,24,24.5,24.5,500000.0,2020.0,0.0,neutral,0.0
180432,Hernanes,33,78,Brazil,Hebei China Fortune FC,CM,Right,354,60,82,400,340,64,85,61.0,71,72,180.3,77.1,2.0,13,170,34,13.1,13.1,650000.0,2016.0,0.0,neutral,0.0
180334,Marcelo,33,76,Brazil,Olympique Lyonnais,CB,Right,273,84,70,266,244,45,76,85.0,75,90,190.5,84.8,4.0,21,536,81,25.5,25.5,1500000.0,2020.0,0.0,neutral,0.0
171919,Naldo,36,77,Brazil,AS Monaco,CB,Right,317,87,72,321,257,49,88,43.0,48,80,198.1,88.0,1.0,27,981,157,36.3,36.3,900000.0,2017.0,0.0,neutral,0.0
180250,William,33,69,Brazil,Deportivo Toluca,CAM,Left,327,61,67,338,350,69,73,68.0,75,69,175.3,72.1,3.0,12,1160,84,96.7,96.7,4000000.0,2021.0,0.0,neutral,0.0
